Security Code,Company Name
511688,Mathew Easow Research Securities Lt
511692,Ajcon Global Services Ltd.
511696,Chartered Capital & Investment Ltd.
511700,Standard Capital Markets Ltd.
511702,YOGI LIMITED
511710,Cubical Financial Services Ltd.
511712,Relic Technologies Ltd.
511714,Nimbus Projects Limited
511716,Invigorated Business Consulting Limited
511724,BAID FINSERV LIMITED
511726,Vipul Limited
511728,K.Z.Leasing & Finance Ltd.
511734,Pasupati Fincap Ltd.
511738,Mehta Securities Ltd.
511740,Mehta Housing Finance Ltd.
511742,UGRO CAPITAL LIMITED
511754,Shalibhadra Finance Ltd.
511756,Abirami Financial Services (India)
511758,Mansi Finance (Chennai) Ltd
511760,Seven Hill Industries Limited
511764,Aastamangalam Finance Limited
511766,Muthoot Capital Services Ltd.
511768,Master Trust Ltd.
512004,Nilkanth Engineering Ltd.
512008,EFC (I) LIMITED
512014,Sobhagya Merchantile Ltd.
512018,CNI Research Ltd
512020,Saraswati Commercial (India) Ltd.
512022,Winro Commercial (India) Ltd.
512025,Inertia Steel Limited
512026,PH Trading Ltd.
512036,Kapil Cotex  Ltd.
512038,TCC CONCEPT LIMITED
512047,Royal India Corporation Limited
512048,Luharuka Media & Infra Limited
512060,Ventura Guaranty Ltd.
512062,Sanmitra Commercial Ltd.
512063,WARDWIZARD HEALTHCARE LIMITED
512064,VISHVPRABHA VENTURES LIMITED
512065,Mrugesh Trading Ltd.
512068,Deccan Gold Mines Ltd.
512070,UPL Limited
512091,Nibe Ordnance and Maritime Limited
512093,Cranes Software International Ltd.
512097,Saianand Commercial Limited
512099,EYANTRA VENTURES LIMITED
512101,Triochem Products Ltd.
512103,Nidhi Granites Limited
512115,Rose Merc.Limited
512117,Twin Roses Trades & Agencies Ltd.
512131,Signet Industries Limited
512147,Kajal Synthetics and Silk Mills Ltd
512149,Avance Technologies Ltd.
512153,M LAKHAMSI INDUSTRIES LIMITED
512157,Terraform Realstate Limited
512161,SECUREKLOUD TECHNOLOGIES LIMITED
512165,ABans Enterprises Limited
512169,Capricorn Systems Global Solutions Ltd.
512175,Vama Industries Limited
512179,Sunteck Realty Ltd
512195,Bentley Commercial Enterprises Ltd.
512213,Classic Electricals Ltd.
512217,Prism Medico and Pharmacy Ltd.
512221,SPV GLOBAL TRADING LIMITED
512229,Veritas (India) Limited
512237,Jai Corp Limited
512245,Nivi Trading Ltd.
512247,Ashirwad Capital Ltd.
512257,Swasti Vinayaka Art And Heritage Corporation Ltd
512261,Bajaj Global Ltd
512267,Media Matrix Worldwide Ltd.
512271,Tashi India Ltd.
512277,Autoriders International Ltd
512291,Speedage Commercials Ltd.
512296,Bhagyanagar India Limited
512297,Shantai Industries Limited
512301,Chambal Breweries & Distilleries Li
512303,Mansoon Trading Co. Ltd.
512329,SG MART LIMITED
512341,CES Limited
512344,Aravali Securities & Finance Ltd.
512345,Yash Trading & Finance Ltd.
512367,Sheraton Properties & Finance Ltd.
512377,Magnanimous Trade & Finance Ltd.
512379,Cressanda Solutions Ltd.
512381,STARTECK FINANCE LIMITED
512393,Shardul Securities Ltd.
512399,SERA INVESTMENTS & FINANCE INDIA LIMITED
512404,Bengal Steel Industries Ltd.
512408,Uniworth Securities Limited
512415,Mercury Trade Links Ltd.
512425,Nirav Commercials Ltd.
512431,White Hall Commercial Co.Ltd.
512433,Asutosh Enterprise Ltd.
512437,Apollo Finvest (India) Ltd.
512441,Enbee Trade & Finance Ltd.
512443,Ganon Products Limited
512445,Devinsu Trading Ltd.
512453,Shri Jagdamba Polymers Ltd
512455,Lloyds Metals and Energy Limited
512461,Punctual Trading Ltd.
512463,LLOYDS ENTERPRISES LIMITED
512477,Betex India Ltd.
512479,VIRYA RESOURCES LIMITED
512485,Dhanlaxmi Cotex Ltd.
512489,Oasis Securities Limited
512493,Garnet International Limited
512499,Shalimar Productions Ltd.
512505,Meenakshi Steel Industries Ltd.
512511,Varun Mercantile Ltd.
512517,Vinayak Vanijya Ltd.
512519,Donear Industries Ltd
512527,Super Sales India Ltd.
512529,Sequent Scientific Limited
512531,State Trading Corporation of India
512553,Zenith Exports Ltd.
512559,Kohinoor Foods Ltd
512565,NEELKANTH LIMITED
512573,Avanti Feeds ltd.
512587,Zodiac-JRD-MKJ Ltd.
512589,Sita Enterprises LTD.
512591,Pulsar International Limited
512595,Manbro Industries Limited
512597,KEYNOTE FINANCIAL SERVICES LIMITED
512599,Adani Enterprises Ltd.
512600,ASTAL LABORATORIES LIMITED
512604,Haria Exports Ltd.
512608,Bhandari Hosiery Exports Ltd.
512618,RLF Ltd.
512624,Regent Enterprises Limited
512626,Orbit Exports Ltd.
512634,Savera Industries Ltd.
513005,Chrome Silicon Limited
513012,Jeet Machine Tools Ltd.
513023,NAVA LIMITED
513039,Hindusthan Udyog Ltd
513043,Remi Edelstahl Tubulars Limited
513059,G.S. Auto International Ltd.
513063,Trans-Freight Containers Ltd.
513097,Shivalik Bimetal Controls Ltd.
513108,Gandhi Special Tubes Ltd.
513117,Amforge Industries Ltd.
513121,Oricon Enterprises Ltd.
513149,Acrow (India) Ltd.
513173,Steel Strips Infrastructures Limited
513228,Pennar Industries Ltd.
513250,Jyoti Structures Ltd.
513252,Jay Ushin Ltd.
513262,Steel Strips & Wheels Ltd
513269,Man Industries (India) Ltd
513303,Modern Steels Limited
513307,Synthiko Foils Ltd.
513309,Golkonda Aluminium Extrusions Ltd
513337,Gujarat Toolroom Ltd.
513349,Ajmera Realty & Infra India Limited
513353,Cochin Minerals & Rutile Ltd.
513361,India Steel Works Ltd
513369,KRISHANVEER FORGE LIMITED
513375,Carborundum Universal Ltd.
513377,MMTC Ltd.
513397,Vallabh Steels ltd
513401,Ashiana Ispat Limited
513403,P.M. Telelinnks Limited
513418,Smiths & Founders (India) Limited
513422,Bloom Industries Ltd
513430,Maitri Enterprises Limited
513436,Shah Alloys Limited
513452,Elango Industries Ltd
513456,Kanishk Steel Industries Ltd
513460,Mahalaxmi Seamless Ltd.
513472,Simplex Castings Ltd.
513488,Shree Steel Wire Ropes Ltd.
513496,SIZEMASTERS TECHNOLOGY LIMITED
513498,Southern Magnesium And Chemicals Lt
513502,Baroda Extrusion Ltd.
513507,Gujarat Containers Ltd.
513509,Kalyani Forge Ltd.
513511,Panchmahal Steel Ltd.
513513,Aditya Ispat Ltd.
513515,S.R.Industries Ltd.
513517,Steelcast Ltd.
513519,PITTI ENGINEERING LIMITED
513528,Glittek Granites Ltd.
513532,Pradeep Metals Ltd.
513536,Gujarat Natural Resources Limited
513540,Tamilnadu Steel Tubes Ltd.
513548,Sharda Ispat Ltd.
513554,Mahamaya Steel Industries Limited
513566,Nova Iron & Steel Ltd.
513575,Sterling Powergensys Limited
513579,Foundry Fuel Products Ltd.
513599,Hindustan Copper Ltd.
513629,Tulsyan NEC Ltd
513642,Axel Polymers Ltd.
513683,NLC India Limited
513687,Spectra Industries Ltd.
513693,KIC Metaliks Ltd.
513699,Solid Stone Company Ltd.
513709,Shilp Gravures Ltd.
513713,White Organic Agro Limited
513721,MFS Intercorp Limited
513729,Aro Granite Industries Ltd.
514010,RUDRA ECOVATION LIMITED
514028,Rajkamal Synthetics Ltd.
514030,Deepak Spinners Ltd.
514036,Loyal Textiles Mills Ltd
514043,Himatsingka Seide Ltd.
514045,BSL Ltd.
514060,MARKOBENZ VENTURES LIMITED
514087,P.B.M. Polytex Ltd.
514113,Adinath Textiles Ltd.
514128,Konark Synthetics  Ltd
514138,Suryalata Spinning Mills Ltd.
514140,Suryavanshi Spinning Mills Ltd.
514142,T T Ltd
514162,WELSPUN LIVING LIMITED
514165,Indian Acrylics Ltd
514167,Ganesha Ecosphere Limited
514171,Ceeta Industries Ltd.
514175,Vardhman Polytex Ltd.
514183,Black Rose Industries Ltd
514197,S & T Corporation Limited
514223,Ramgopal Polytex Ltd
514234,Sangam (India) Ltd
514236,TTL ENTERPRISES LIMITED
514238,MKVENTURES CAPITAL LIMITED
514240,Kush Industries Limited
514248,Sree chem Resins Ltd
514260,Surbhi Industries Limited
514264,Seasons Textiles Ltd
514266,Zenith Fibres Limited
514272,Bhilwara Spinners Ltd
514274,Aarvee Denims & Exports Ltd.
514280,Sanrhea Technical Textiles Ltd.
514286,Ashima Ltd
514300,Pioneer Embroideries Ltd.
514302,Vippy Spinpro Ltd.
514312,Jaihind Synthetics Ltd.
514316,Raghuvir Synthetics Ltd.
514318,Jattashankar Industries Limited
514322,Kamadgiri Fashion Limited
514324,Omnitex Industries (India) Ltd.
514326,Patspin India Ltd.
514330,ONE GLOBAL SERVICE PROVIDER LIMITED
514332,Neo Infracon Ltd.
514348,Winsome Yarns Ltd.
514354,Premier Polyfilm Ltd.
514358,EVERLON FINANCIALS LIMITED
514360,K&R RAIL ENGINEERING LIMITED
514378,Yarn Syndicate Ltd.
514386,Gujarat Cotex Ltd
514400,Garware Synthetics Ltd.
514402,ECO HOTELS AND RESORTS LIMITED
514412,SARUP INDUSTRIES LIMITED
514418,Mangalam Organics Limited
514428,Hindustan Adhesives Ltd.
514442,Sri KPR Industries Ltd
514448,Jyoti Resins & Adhesives Ltd
514450,Mahalaxmi Rubtech Ltd.
514454,Southern Latex Ltd.
514460,Oswal Yarns Ltd.
514470,Winsome Textile Industries Ltd
515008,Modern Insulators Ltd.
515018,Regency Ceramics Ltd
515030,Asahi India Glass Ltd.
515037,Murudeshwar Ceramics Ltd.
515043,Saint-Gobain Sekurit India Ltd.
515055,Anant Raj Limited
515059,Madhusudan Industries Ltd.
515085,Restile Ceramics Ltd.
515093,Madhav Marbles & Granites Ltd.
515127,Ramasigns Industries Limited
515147,Haldyn Glass Limited
516003,DUROPLY INDUSTRIES LIMITED
516016,Shreyans Industries Limited.
516020,Agio Paper & Industries Limited
516022,Star Paper Mills Ltd.
516030,PAKKA LIMITED
516032,TAHMAR ENTERPRISES LIMITED
516038,Soma Papers & Industries Ltd.
516062,National Plywood Industries Ltd.
516064,Arrow Greentech Limited
516072,Vishnu Chemicals Limited
516078,Jumbo Bag ltd.
516082,N.R.Agarwal Industries Ltd.
516092,3P LAND HOLDINGS LTD.
516096,Sangal Papers Ltd.
516098,Ventura Textiles Ltd.
516106,Shree Karthik Papers Ltd.
516108,South India Paper Mills Ltd.
516110,FAMILY CARE HOSPITALS LIMITED
517015,Vindhya Telelinks Ltd.
517035,RIR POWER ELECTRONICS LIMITED
517041,Ador Welding Ltd.
517044,International Data Managements Ltd.
517059,Salzer Electronics Ltd.
517063,Jetking Infotrain Ltd.
517096,Aplab Ltd.
517119,PCS Technology Ltd.
517146,Usha Martin Ltd.
517166,SPEL Semiconductor Ltd.
517168,Subros Ltd.
517170,Edvenswa Enterprises Limited
517172,Pervasive Commodities Limited
517174,Honeywell Automation India Ltd.
517201,Switching Technologies Gunther Ltd.
517206,Lumax Industries Ltd.
517214,DIGISPICE TECHNOLOGIES LIMITED
517236,Calcom Vision Ltd.
517238,Dynavision Limited
517246,BCC Fuba India Ltd.
517258,Precision Electronics Ltd.
517264,Fine-line Circuits Ltd.
517271,HBL Power Systems Ltd.
517273,S & S Power Switchgears Ltd.
517288,Gujarat Poly Electronics Limited
517300,Gujarat Industries Power Co. Ltd
517334,Samvardhana Motherson International Limited
517344,Mindteck (India) Ltd
517354,Havells India Limited
517356,ACI Infocom Ltd.
517360,SBEC Systems (Ind) Ltd.
517370,Incap Ltd
517372,Gujarat Intrux Limited
517380,Igarashi Motors India Ltd.
517385,Symphony Limited
517393,Vintron Informatics Ltd.
517397,Pan Electronics India Ltd.
517399,VXL Instruments Ltd.
517411,Shyam Telecom Ltd.
517415,Lee & Nee Softwares (Exports) Ltd.
517417,Patels Airtemp (I) Ltd.
517421,Butterfly Gandhimathi Appliances Limited
517423,Integra Switchgear Ltd.
517429,Athena Global Technologies Limited
517431,Narmada Macplast Drip Irrigation Sy
517437,Dutron  Polymers Ltd.
517447,R S Software India Ltd.
517449,Magna Electro Castings Ltd.
517467,MARSONS LIMITED
517477,Elnet Technologies Ltd.
517494,ACCEL LIMITED
517498,Websol Energy System Limited
517500,Roto Pumps Ltd.
517506,TTK Prestige Ltd.
517514,D & H India Limited
517522,Rajratan Global Wire Ltd
517530,Surana Telecom And Power Limited
517536,Onward Technologies Ltd.
517544,Centum Electronics Ltd
517546,Alfa Transformers ltd.
517548,Starlite Components Ltd.
517554,NHC FOODS LIMITED
517556,PVP Ventures Ltd
517562,Trigyn Technologies Ltd.
517569,KEI Industries Ltd.
518011,Keerthi Industries Ltd
518017,Bheema Cements Limited
518075,Suraj Products Ltd.
518091,Anjani Portland Cement Ltd.
519003,Modi Naturals Limited
519014,Prashant India Ltd
519031,Shah Foods Ltd
519064,Khandelwal Extraction Ltd.
519091,Tasty Bite Eatables Ltd.
519097,Ritesh International Ltd
519105,AVT Natural Products Ltd.
519126,Hindustan Foods Ltd.
519136,Nahar Industrial Enterprises Ltd
519152,Vadilal Enterprises Ltd.
519156,Vadilal Industries Ltd.
519174,Ashiana Agro Industries Ltd
519183,ADF Foods Limited.
519191,Retro Green Revolution Limited
519214,Williamson Financial Services ltd.
519216,Ajanta Soya Limited
519224,William Magor & Company Limited
519230,KISAAN PARIVAR INDUSTRIES LIMITED
519234,Superior Industrial Enterprises Limited
519238,Saptarishi Agro Industries Ltd
519262,Prima Agro Ltd.
519285,Tarai Foods Ltd.
519287,Modern Dairies Ltd.
519295,Bambino Agro Industries Ltd
519299,Prime Industries Ltd.
519307,Vikas WSP Ltd.
519331,VSF Projects Limited
519353,Bansisons Tea Industries Ltd.
519359,Poona Dal And Oil Industries Ltd.
519367,Transglobe Foods Ltd.
519383,Anik Industries Limited
519397,Sharat Industries Ltd.
519413,DATIWARE MARITIME INFRA LIMITED
519415,KMG Milk Food Limited
519421,KSE Ltd.
519439,Pioneer Agro Extracts ltd.
519455,Narbada Gems and Jewellery Limited
519457,Virat Crane Industries Ltd
519463,IB Infotech Enterprises Ltd
519471,Ambar Protein Industries Limited
519475,Chordia Food Products Ltd
519477,CIAN Agro Industries & Infrastructure Limited
519483,Tai Industries Ltd.
519494,N.K.Industries Ltd.
519500,BKV Industries Ltd.
519506,NCC Bluewater Products Ltd.
519528,Norben Tea & Exports Ltd
519532,Asian Tea & Exports Ltd.
519552,Heritage Foods Limited
519566,Simran Farms Ltd.
519574,Hindustan Agrigenetics Ltd.
519600,CCL Products (India) Ltd.
519602,Kellton Tech Solutions Ltd.
519604,Suryo Foods & Industries Ltd.
519606,Integrated Proteins Ltd.
519612,Mahaan Foods Ltd.
520008,RICO Auto Industries Ltd.
520021,Omax Autos Ltd.
520043,Munjal Showa Ltd.
520051,Jamna Auto Industries Ltd.
520056,TVS Holdings Limited
520057,JTEKT India Limited
520059,Munjal Auto Industries Ltd.
520066,Jay Bharat Maruti Ltd.
520073,RACL Geartech Limited
520075,Samkrg Pistons and Rings Ltd.
520081,East Coast Steel Ltd
520111,Ratnamani Metals & Tubes Ltd
520113,Vesuvius India Ltd.
520119,Automotive Stampings and Assemblies Ltd.
520121,Arcee Indusrtries ltd.
520123,ABC India Ltd.
520127,Balurghat Technologies Ltd.
520131,Coastal Roadways Ltd.
520141,Sibar Auto Parts Ltd.
520151,Shreyas Shipping And Logistics Limited
520155,Starlog Enterprises Limited
521003,Shiva Suitings Ltd.
521005,TITAN INTECH LIMITED
521014,Eurotex Industries & Exports Ltd.
521016,Indo Count Industries Ltd
521018,Maral Overseas Ltd.
521034,Soma Textile & Industries Ltd
521036,Source Industries (India) Ltd
521048,Advance Lifestyles Ltd.
521054,Kakatiya Textiles Ltd.
521062,Perfect-Octave Media Projects Ltd
521064,Trident Ltd
521068,Hisar Spinning Mills Ltd
521070,Alok Industries Ltd.
521080,Pasari Spinning Mills Ltd.
521097,Amarjothi Spinning Mills Ltd
521105,Olympia Industries Ltd.
521109,Nagreeka Exports Ltd.
521113,Suditi Industries Ltd.
521131,Shree Bhavya Fabrics Limited
521133,Gem Spinners India Ltd
521137,Eureka Industries Ltd.
521141,Aditya Spinners Ltd.
521149,Prime Urban Development India Ltd
521151,Dhanlaxmi Fabrics Ltd.
521161,Sri Lakshmi Saraswathi Textiles (Ar
521163,Zodiac Clothing Co. Ltd.
521178,Sri Ramakrishna Mills (Coimbatore) Ltd.
521180,Super Spinning Mills Ltd.
521194,SIL Investments Ltd
521200,Suryalakshmi Cotton Mills Ltd.
521206,Samtex Fashions Ltd.
521216,Dhanalaxmi Roto Spinners Ltd.
521220,Damodar Industries Limited
521222,Sanblue Corporation Limited
521226,Uniroyal Industries Ltd
521228,Tatia Global Vennture Limited
521232,Sunil Industries Ltd.
521234,Sri Nachammai Cotton Mills Ltd.
521238,KKRRAFTON Developers Limited
521240,Sambandam Spinning Mills Ltd.
521242,Kandagiri Spinning Mills Ltd.
521244,MKP Mobility Limited
521246,Paras Petrofils Ltd.
521248,Kitex Garmenets Ltd.
522001,Cranex Ltd.
522004,Batliboi Ltd
522005,Austin Engineering Co. Ltd.
522014,United Drilling Tools Ltd.
522017,Fluidomat Ltd.
522027,Ema India Ltd.
522029,Windsor Machines Limited
522034,Shanthi Gears Ltd.
522036,Miven Machine Tools Ltd.
522064,HONDA INDIA POWER PRODUCTS LIMITED
522073,The Hi-Tech Gears Limited
522074,Elgi Equipments Ltd.
522091,United Van Der Horst Ltd.
522101,Kilburn Engineering Ltd
522105,Birla Precision Technologies Ltd
522108,Yuken India Ltd.
522113,Timken India Ltd
522122,Voith Paper Fabrics India Ltd
522134,Artson Engineering Ltd
522152,Solitaire Machine Tools Ltd
522163,Diamond Power Infrastructure Limited
522165,Indsil Hydro Power and Manganese Limited
522171,TMT (India) ltd.
522183,ITL Industries Ltd.
522195,Frontier Springs Ltd.
522205,Praj Industries Ltd.
522207,Rasandik Engg. Industries India Ltd
522209,Yogi Sung-won (India) Ltd.
522215,HLE GLASCOAT LIMITED
522217,Gujarat Apollo Industries Ltd.
522229,Taneja Aerospace & Aviation Ltd.
522231,Conart Engineers Ltd.
522235,Minal Industries Limited
522237,Shivagrico Implements Ltd.
522241,M.M.Forgings Ltd.
522249,Mayur Uniquoters ltd.
522251,Cenlub Industries Ltd.
522257,Rajoo Engineers Ltd.
522261,Dolphin Offshore Enterprises (India) ltd.
522267,Veejay Lakshmi Engineering Works Lt
522273,Ahmedabad Steelcraft Ltd.
522275,GE T&D India Limited
522281,Ram Ratna Wires Ltd.
522285,Jayaswal Neco Industries Ltd
522287,KALPATARU PROJECTS INTERNATIONAL LIMITED
522289,NMS RESOURCES GLOBAL LIMITED
522292,CANDOUR TECHTEX LIMITED
522294,T & I Global Ltd.
522295,Control Print (India) Ltd.
522650,Bemco Hydraulics Ltd.
523007,Ansal Buildwell Ltd.
523011,Weizmann Limited.
523019,B.N.Rathi Securities Ltd.
523021,Rishi Techtex Limited
523023,Sinclairs Hotels  Ltd
523025,Safari Industries (India) Ltd.
523054,Binayak Tex Processors  Ltd.
523062,J.J. Finance Corporation Ltd.
523100,Cosmo Ferrites Ltd.
523105,CROPSTER AGRO LIMITED
523113,Futuristic Securities Ltd
523116,Sanco Trans Ltd.
523120,Ador Multiproducts Ltd
523127,EIH Associated Hotels Ltd.
523144,Medi-Caps Ltd.
523151,Otco International Ltd
523160,Morganite Crucible (India) Limited
523186,B&A Packaging India Limited
523204,Aban  Offshore Ltd.
523207,Kokuyo Camlin Ltd
523222,SRM Energy Limited
523229,Bharat Seats Ltd
523232,Continental Petroleums Ltd.
523242,N.B. Footwear Ltd.
523248,Machino Plastics Ltd
523260,Pearl Polymers Ltd.
523261,Venky's (India) ltd.
523269,Advani Hotels & Resorts (India) Ltd.
523277,G.V. Films  Ltd.
523283,Superhouse limited
523289,Rama Vision Ltd
523301,TCPL Packaging Limited
523309,Shri Gang Industries & Allied Products Limited
523315,Purity Flex Pack Ltd
523319,Balmer Lawrie & Co. Ltd.
523323,Kovai Medical Center & Hospital Ltd
523329,Eldeco Housing & Ind. Ltd.
523343,Microse India Limited
523367,DCM Shriram Limited
523369,DCM Shriram Industries Ltd.
523371,Mawana Sugars Ltd
523373,Mini Diamonds (India) Ltd.
523384,Maha Rashtra Apex Corporation Ltd
523385,Nilkamal Limited
523391,Nahar Polyfilms Ltd.
523395,3M India Ltd.
523398,Johnson Controls-Hitachi Air Conditioning India Ltd.
523405,JM Financial Limited
523411,ADC India Communications Limited
523419,Tamilnadu Telecommunications Ltd.
523425,Sunraj Diamond Exports Ltd.
523445,Reliance Industrial Infrastructure
523457,Linde India Limited
523465,Ind Bank Housing Ltd
523467,Jai Mata Glass Ltd.
523475,Lotus Chocolate Co. Ltd.
523483,Pacific Industries ltd.
523489,Chennai Meenakshi Multispeciality Hospital Ltd.
523519,Universal Office Automation Limited
523537,APM Industries Ltd.
523539,Precision Wires India ltd.
523550,Krypton Industries Ltd
523558,SWISS MILITARY CONSUMER GOODS LIMITED
523566,Martin Burn Ltd
523574,Future Enterprises Limited
523586,Indian Toners & Developers Ltd.
523594,Kunststoffe Industries Ltd.
523598,Shipping Corporation Of India Ltd
523606,Sika Interplant Systems Ltd.
523610,ITI Limited (Indian Teleph.Ind.Ltd)
523618,Dredging Corporation of India Ltd.
523620,Phaarmasia Limited.
523628,Poddar Housing and Development Limited
523630,National Fertilizers Ltd.
523638,IP Rings Ltd.
523642,PI Industries Limited
523648,Plastiblends India Ltd.
523650,YASH INNOVENTURES LIMITED
523652,Kkalpana Plastick Limited
523660,Waterbase Limited
523672,Flex Foods Ltd.
523676,Golkunda Diamonds & Jewellery Ltd.
523694,Apcotex Industries Limited
523696,Fortis Malar Hospitals Limited
523704,Mastek Limited
523708,EIMCO Elecon India Ltd.
523710,Sayaji Hotel Ltd
523712,JMG Corporation Ltd
523716,Ashiana Housing Limited
523722,Svam Software Ltd
523732,Ecoboard Industries Ltd
523736,Dhunseri Ventures Limited
523752,TRANS INDIA HOUSE IMPEX LIMITED
523754,MAHINDRA EPC IRRIGATION LIMITED
523782,Mitshi India Limited
523790,Shukra Jewellers Limited
523792,Mazda Ltd.
523826,Sovereign Diamonds Ltd
523828,Menon Bearings Ltd
523832,Mukat Pipes Limited
523836,Gujarat Raffia Ind. Ltd.
523838,Simplex Infrastructures Limited
523840,Innovative Tech Pack Ltd
523842,Super Tannery Limited
523844,CONSTRONICS INFRA LIMITED
523850,Axtel Industries Ltd.
523862,Pacheli Industrial Finance Limited
523888,V R Woodart Ltd
523896,AVI PRODUCTS INDIA LIMITED
524000,POONAWALLA FINCORP LIMITED
524013,Hindustan Flurocarbons Ltd.
524019,Kingfa Science & Technology (India) Ltd
524031,Patidar Buildcon Limited
524037,Rama Phosphates Ltd.
524038,Venlon Enterprises Ltd.
524046,Pet Plastics Ltd.
524051,Polyplex Corporation Ltd.
524075,Albert David Ltd.
524080,Haryana Leather Chemicals Ltd.
524091,CARYSIL LIMITED
524109,Kabra Extrusion Technik Ltd
524129,Vinyl Chemicals (India) Ltd.
524136,Pee Cee Cosma Sope Ltd.
524156,TCM Ltd.
524164,IOL Chemicals & Pharmaceuticals Ltd
524174,Kesar Petroproducts Ltd
524200,Vinati Organics Ltd.
524202,Lactose (India) Ltd.
524204,Teesta Agro Industries Ltd
524208,Aarti Industries Ltd
524210,Pentokey Organy (India) Ltd.
524212,Wanbury Limited
524218,Resonance Specialties Limited
524226,Gujarat Ambuja Exports Ltd.
524230,Rashtriya Chemicals & Fertilizers Limited
524280,Kopran Ltd.
524288,Aimco Pesticides Ltd.
524314,Gujarat Terce Laboratories Ltd
524324,Seya Industries Ltd
524330,Jayant Agro-Organics Limited.
524332,BCL INDUSTRIES LIMITED
524336,Shree Hari Chemicals Export Ltd.
524342,Indo Borax & Chemicals Ltd.
524348,Aarti Drugs Limited
524370,Bodal Chemicals Ltd
524372,Orchid Pharma Limited
524394,Vimta Labs Ltd.
524396,Biofil Chemicals & Pharmaceuticals
524400,Ishita Drugs & Industries Ltd.
524404,Marksans Pharma Ltd.
524408,Universal Starch-Chem Allied Ltd.
524412,Aarey Drugs & Pharmaceuticals Ltd
524414,Norris Medicines Ltd.
524434,Asian Petroproducts & Exports Ltd.
524440,Camex  Ltd.
524444,EVEXIA LIFECARE LIMITED
524458,Indo Euro Indchem Limited
524470,Syncom Formulations (India) Ltd.
524480,Riddhi Siddhi Gluco Biols Ltd
524488,SVC INDUSTRIES LIMITED
524494,Ipca Laboratories Ltd.
524500,Kilitch Drugs (I) Ltd.
524502,Raaj Medisafe India Limited
524504,Revati Organics Ltd.
524506,Coral Laboratories Ltd.
524514,Tulasee Bio-Ethanol Ltd.
524516,Bacil Pharma Ltd.
524518,Krebs Biochemicals & Industries Ltd.
524520,KMC Speciality Hospitals India Limited
524522,Laffans Petrochemicals Ltd.
524534,Bhaskar Agrochemicals Ltd.
524542,Sukhjit Starch & Chemicals Ltd.
524546,Satiate Agri Limited
524548,Sharma East India Hospitals And Res
524558,Neuland Laboratories Limited.
524564,Gayatri BioOrganics Ltd
524570,Poddar Pigments Ltd.
524572,Pharmaids Pharmaceuticals Ltd.
524576,Vivid Global Industries Limited
524580,Priya Limited.
524582,Tirupati Starch & Chemicals Ltd.
524590,Hemo Organic Limited
524592,JD Orgochem Ltd.
524594,Aeonx Digital Technology Limited
524598,AksharChem (India) Ltd.
524602,BANDARAM PHARMA PACKTECH LIMITED
524604,ADLINE CHEM LAB LIMITED
524606,Beryl Drugs Ltd.
524614,IEL LIMITED
524622,iStreet Network Limited
524624,Gagan Gases Ltd.
524628,Parker Agro Chem Export Ltd.
524632,Shukra Pharmaceuticals Limited
524634,Alufluoride  Ltd.
524636,OXYGENTA PHARMACEUTICAL LIMITED
524640,Archit Organosys Limited
524642,Sikozy Realtors Limited
524648,Indo Amines Ltd.
524652,Ind-Swift Ltd.
524654,Natural Capsules Ltd.
524661,Welcure Drugs & Pharmaceuticals ltd
524663,Bharat Immunologicals & Biologicals
524667,Savita Oil Technologies Limited
524669,Hester Biosciences Ltd
524675,Kabsons Industries Ltd.
524687,Basant Agro-Tech (India) Ltd.
524703,Sandu Pharmaceuticals Ltd.
524709,NACL Industries Limited
524711,Vista Pharmaceuticals Ltd.
524715,Sun Pharmaceutical Industries Ltd.
524717,Titan Bio-Tech Ltd.
524723,Bijoy Hans Ltd
524727,Span Divergent Limited
524731,Jenburkt Pharmaceuticals Ltd.
524735,Hikal Ltd.
524742,Caplin Point Laboratories Ltd.
524743,FISCHER MEDICAL VENTURES LIMITED
524748,Link Pharma Chem Ltd.
524752,DECIPHER LABS LIMITED
524768,Emmessar Biotech & Nutrition Ltd.
524774,NGL Fine Chem Ltd.
524790,Everest Organics Ltd.
524804,Aurobindo Pharma Ltd.
524808,Phyto Chem (India) Ltd.
524816,Natco Pharma Ltd.
524818,Dynamic Industries Ltd.
524820,Panama Petrochem Ltd.
524824,Bal Pharma Ltd.
524828,BDH Industries Ltd.
526001,Jauss Polymers Ltd
526025,Globus Constructors & Developers Limited
526027,Cubex Tubings Ltd
526043,Polymechplast Machines Ltd.
526071,STELLANT SECURITIES (INDIA) LIMITED
526073,Galaxy Bearings Ltd.
526081,SC Agrotech Limited
526095,Ravileela Granites Limited
526113,Uniroyal Marine Exports Ltd.
526115,Karan Woo-sin ltd.
526117,Shervani Industrial syndicate Ltd
526125,BN HOLDINGS LIMITED
526133,Supertex Industries Ltd
526137,Shetron Ltd.
526139,Transgene Biotek Ltd.
526143,MPL Plastics Limited
526159,Nikhil Adhesives Ltd.
526161,Spenta International Ltd.
526169,Multibase India Ltd
526173,Andrew Yule & Company Ltd
526179,Ludlow Jute & Specialities Ltd
526187,Ashram Online.com Ltd
526193,Royal Cushion Vinyl Products Ltd.
526211,Suraj Industries Limited.
526217,Hitech Corporation Limited
526225,Bloom Dekor Ltd.
526227,Filatex India Ltd.
526231,Standard Surfactants Ltd.
526237,Morgan Ventures Ltd.
